sexo,idade,renda_ind,escolaridade,regAdm,Cluster
1,21,1075.14,3,26,0
2,39,7470.56,7,22,4
1,42,10056.52,7,22,4
1,28,0.0,7,14,4
2,49,0.0,2,14,3
2,32,1417.23,6,26,0
1,36,2248.01,5,26,0
2,32,1172.88,5,23,0
1,46,0.0,1,23,3
2,35,1500.0,5,3,0
1,63,9910.8,7,6,1
1,62,0.0,5,6,2
2,62,1486.62,7,6,2
2,71,6937.56,8,6,1
2,35,1148.44,3,9,0
1,33,1466.1,3,9,0
1,43,10535.4,7,30,4
2,75,1915.53,2,30,3
2,52,0.0,5,30,0
2,27,0.0,7,30,0
2,60,3575.32,3,11,3
1,20,0.0,6,11,0
1,49,2624.31,5,11,2
2,44,5554.55,7,11,4
2,19,3576.29,5,11,0
1,42,0.0,5,9,2
2,65,0.0,7,9,2
2,39,0.0,3,9,3
1,40,0.0,1,9,3
2,63,146.61,2,14,3
1,21,1075.14,5,14,0
2,32,1270.62,5,14,0
1,25,0.0,3,11,0
2,36,0.0,3,11,0
2,66,1075.14,5,1,3
1,50,0.0,8,1,4
2,47,0.0,5,1,2
1,60,7852.0,6,2,1
1,38,3598.0,7,2,4
2,60,7865.0,7,2,2
1,76,0.0,7,1,2
1,25,1406.17,4,17,0
1,24,1406.17,5,17,0
2,34,3515.42,7,17,4
2,32,1104.85,5,17,0
2,20,1406.17,4,17,0
2,30,0.0,6,17,0
1,23,0.0,5,17,0
1,31,3352.17,5,30,0
2,33,4309.94,7,30,4
1,37,1200.0,4,12,0
2,23,0.0,5,12,0
2,32,1200.0,5,12,0
1,32,0.0,3,6,0
2,33,0.0,2,6,3
1,32,3505.95,7,4,4
2,29,0.0,6,4,0
2,45,533.35,2,7,3
2,36,0.0,4,10,0
2,20,0.0,3,15,0
1,23,4017.62,4,15,0
1,35,0.0,8,17,4
2,22,0.0,5,17,0
1,44,0.0,5,30,0
2,76,2000.0,2,2,3
2,27,363.65,4,33,0
1,48,0.0,7,16,4
2,53,61613.86,7,16,1
2,44,0.0,1,10,3
1,37,5864.38,1,10,3
2,33,0.0,7,19,0
1,38,6010.2,7,19,4
2,48,3602.04,5,27,2
1,54,5497.85,5,27,2
2,56,1163.68,5,7,2
1,40,1939.47,5,7,2
1,27,0.0,4,9,0
2,51,11493.17,7,31,4
1,45,0.0,5,31,0
1,66,0.0,8,9,2
2,66,0.0,2,9,3
1,65,0.0,8,1,2
2,59,0.0,3,1,3
1,61,15361.74,6,9,1
2,62,0.0,5,9,3
2,71,1075.14,2,23,3
1,21,3700.0,5,8,4
1,35,0.0,7,26,4
2,76,0.0,2,27,3
1,80,0.0,8,27,2
1,30,0.0,5,30,0
1,57,2052.53,3,14,3
2,28,1954.79,6,14,0
1,24,146.61,7,14,4
2,51,2932.19,5,14,2
2,67,0.0,5,8,3
2,63,1440.0,5,8,2
2,47,9212.49,7,1,2
2,29,0.0,5,9,0
1,23,1042.7,2,30,0
1,57,2909.21,2,3,3
1,39,0.0,5,24,0
2,19,0.0,4,28,0
1,21,0.0,2,28,0
2,20,508.25,4,26,0
2,40,1270.62,7,26,0
1,23,0.0,6,24,0
2,76,0.0,8,9,2
1,79,0.0,8,9,2
1,42,2133.42,3,33,0
2,25,1454.6,5,33,0
2,68,0.0,3,17,3
2,42,8035.24,7,17,4
1,76,2008.81,5,17,2
1,19,0.0,4,1,0
2,38,2107.08,5,1,2
1,39,0.0,4,25,0
2,40,0.0,4,25,0
1,22,0.0,4,25,0
2,70,10726.95,7,20,1
2,35,7662.11,7,20,4
1,43,6646.3,5,10,2
2,41,244.35,4,26,0
2,37,1163.68,8,28,4
2,23,0.0,2,28,0
2,52,0.0,2,28,3
1,36,0.0,2,28,0
2,37,5267.7,7,1,4
1,37,9577.64,7,1,1
1,28,1759.31,5,26,0
2,54,0.0,7,1,2
1,53,6225.46,5,1,2
2,36,1202.04,5,15,0
2,69,1101.87,2,15,3
1,63,8013.6,3,15,2
2,39,0.0,5,14,0
1,33,1013.37,5,14,0
1,40,1090.19,2,6,3
2,59,9910.8,7,10,1
1,76,9910.8,7,10,1
2,50,5008.5,7,19,2
2,28,4006.8,7,19,4
1,55,5008.5,7,19,2
2,21,3258.31,6,20,0
2,43,3878.94,7,20,4
2,19,0.0,6,6,0
2,43,0.0,5,6,2
2,23,250.43,6,6,0
1,46,0.0,3,6,3
1,24,1101.87,7,6,4
1,42,0.0,7,15,4
2,34,0.0,7,15,0
2,51,5008.5,7,5,2
1,54,5008.5,5,5,2
1,35,6704.35,7,22,4
2,43,0.0,5,9,0
2,43,2327.37,6,28,0
1,47,2327.37,7,28,4
2,35,11636.83,7,1,4
2,26,4848.68,7,33,4
1,28,1066.71,6,33,0
1,60,242.43,2,7,3
1,32,775.79,6,7,4
2,61,0.0,3,7,3
2,42,775.79,2,25,3
1,22,775.79,8,25,4
1,40,0.0,2,25,3
2,32,4739.53,7,1,4
1,36,2130.82,6,3,4
2,29,941.53,6,3,0
2,39,0.0,5,30,0
1,28,6704.35,6,12,4
1,73,1172.88,1,14,3
2,24,0.0,5,14,0
2,53,0.0,2,14,3
2,57,0.0,5,26,3
2,67,0.0,7,8,2
1,36,0.0,6,8,4
2,65,5000.0,5,8,2
2,49,17725.83,7,27,1
2,25,0.0,7,27,0
2,70,0.0,4,11,3
2,72,1075.14,2,21,3
1,40,1075.14,2,21,3
2,53,0.0,7,22,2
1,46,3878.94,2,14,3
2,45,2812.23,5,14,2
1,49,9910.8,5,3,2
2,19,1486.62,6,3,0
1,24,0.0,7,10,4
2,49,991.08,5,10,2
1,57,0.0,2,10,3
2,52,9577.64,7,20,2
1,56,19155.28,7,20,1
2,38,21801.83,7,1,1
1,39,21801.83,7,1,1
2,23,1270.62,2,25,0
2,23,0.0,7,24,0
2,72,0.0,2,10,3
1,24,0.0,2,31,0
1,46,0.0,4,31,0
2,55,1053.54,2,31,3
2,42,10535.4,7,1,1
1,69,0.0,3,3,3
2,59,1163.68,5,12,2
2,38,0.0,6,12,0
2,38,0.0,8,12,4
1,25,3468.78,6,23,4
1,39,6937.56,7,3,4
2,67,2973.24,3,3,3
2,38,6937.56,7,3,4
2,30,0.0,7,13,0
1,29,0.0,6,13,0
2,65,0.0,3,3,3
1,75,3000.0,2,3,3
1,54,0.0,7,11,2
2,53,2932.19,7,11,2
2,54,1607.05,8,15,2
1,50,1697.44,4,15,2
2,33,2611.45,7,15,4
1,22,0.0,8,17,4
1,20,0.0,8,17,4
2,65,0.0,8,17,2
1,41,1939.47,2,28,3
1,56,2715.26,2,28,3
2,41,242.43,2,28,3
1,39,3256.4,2,30,0
2,28,2150.27,2,10,0
1,35,2052.53,7,26,4
2,34,0.0,7,26,0
1,46,0.0,5,14,2
1,77,1172.88,2,14,3
1,42,0.0,5,14,0
2,75,1075.14,2,14,3
1,51,1004.4,3,2,3
1,30,1104.85,7,2,4
2,47,3013.21,7,2,2
2,36,1101.87,7,13,4
2,25,0.0,3,1,0
2,41,1066.71,2,14,3
1,47,1551.58,4,14,2
1,40,1421.86,7,1,4
2,74,1100.0,2,15,3
1,49,0.0,7,15,4
1,36,0.0,7,10,4
1,60,0.0,7,10,2
2,59,0.0,7,10,2
2,75,0.0,8,3,2
2,44,12512.35,7,18,4
1,42,15166.49,7,18,1
1,48,4162.54,5,6,2
2,43,0.0,7,6,4
2,43,0.0,3,14,3
1,22,0.0,5,14,0
1,44,0.0,5,14,0
2,56,3515.42,5,15,2
2,29,0.0,7,15,0
1,29,0.0,5,20,0
2,74,0.0,3,20,3
2,46,0.0,7,27,0
1,69,0.0,3,18,3
1,61,1042.7,3,18,3
2,53,146.61,3,21,3
1,58,1075.14,2,21,3
2,20,0.0,4,10,0
1,36,4788.82,7,1,4
1,26,0.0,6,1,4
1,54,14692.54,7,18,1
2,42,0.0,3,18,3
1,50,17239.75,7,1,1
2,27,600.0,7,8,0
1,30,4500.0,6,8,4
1,27,977.4,3,27,0
2,31,371.41,2,27,0
2,25,0.0,5,14,0
1,27,0.0,5,14,0
1,50,0.0,3,14,3
2,23,0.0,6,14,0
1,54,0.0,5,13,2
2,25,0.0,5,13,0
2,77,0.0,5,12,3
2,30,0.0,5,13,0
1,29,0.0,4,13,0
1,32,1250.48,2,15,0
2,45,1104.85,1,15,3
2,29,0.0,7,21,0
1,27,0.0,6,21,0
2,27,3317.67,7,1,4
1,28,10426.96,7,1,4
1,68,1066.71,3,26,3
2,65,0.0,3,26,3
1,66,1066.71,8,26,2
1,35,4757.19,7,8,4
2,43,0.0,7,29,0
1,44,0.0,7,29,4
2,61,0.0,8,3,2
1,50,0.0,8,3,4
2,52,0.0,8,3,2
2,71,0.0,8,3,2
1,59,0.0,8,3,2
2,42,14366.46,7,1,1
1,80,16281.98,7,1,1
2,50,150.0,5,32,0
2,20,150.0,5,32,0
1,49,2100.0,5,32,0
2,63,1090.19,2,27,3
2,30,2681.74,7,20,4
1,28,0.0,5,20,0
2,34,0.0,7,6,4
2,55,20853.92,7,1,1
1,68,28437.17,7,1,1
1,32,0.0,7,24,4
2,31,0.0,7,24,0
2,69,586.44,5,14,3
1,77,1075.14,8,14,2
1,20,1075.14,2,14,0
2,69,3831.06,7,18,2
1,56,3352.17,5,18,2
1,26,0.0,7,18,4
2,42,6704.35,7,30,4
1,20,1915.53,5,30,0
1,18,484.87,4,20,0
2,54,4727.46,5,20,2
1,35,0.0,7,1,4
2,35,8057.2,7,22,4
2,33,0.0,7,22,0
1,21,1104.85,6,15,0
1,45,15367.39,7,15,1
2,54,2394.41,2,7,3
1,36,1532.42,4,7,0
1,26,0.0,4,32,0
2,49,0.0,3,32,3
1,54,2504.25,2,32,3
2,36,0.0,7,29,0
1,32,6788.15,7,29,4
2,59,0.0,2,32,3
1,37,0.0,8,32,4
1,25,0.0,3,32,0
2,30,1915.53,6,1,0
1,35,3831.06,7,1,4
1,34,0.0,5,10,0
1,20,0.0,5,10,0
2,34,0.0,3,10,0
2,40,1506.61,5,12,0
2,27,0.0,6,1,0
1,41,22028.57,7,1,1
1,71,1586.96,1,5,3
2,56,1305.73,1,5,3
1,49,14546.04,7,16,1
2,48,0.0,7,16,0
2,54,0.0,5,30,0
2,40,0.0,5,17,0
2,73,1205.29,1,17,3
1,60,0.0,8,18,2
2,58,0.0,8,18,2
2,23,0.0,6,10,0
2,52,0.0,7,10,2
2,67,3491.05,5,33,2
1,71,3491.05,8,33,2
1,20,1149.32,6,28,0
1,47,0.0,7,28,4
2,41,0.0,7,28,0
1,18,0.0,4,28,0
2,66,1202.04,1,3,3
2,36,2203.74,7,3,4
1,39,1100.0,6,19,4
1,43,2800.0,5,19,2
2,61,3964.32,7,27,2
1,25,2576.81,7,27,4
1,55,19821.61,7,27,1
2,31,0.0,5,21,0
1,32,0.0,5,21,0
2,40,0.0,5,21,0
1,46,0.0,5,21,0
1,41,1954.79,2,23,3
2,29,2932.19,7,23,4
2,22,0.0,7,15,0
1,18,0.0,6,22,0
1,53,8727.62,7,22,4
2,46,7757.89,7,22,4
1,78,0.0,6,20,2
2,68,1075.14,5,10,3
2,73,0.0,7,10,2
2,34,5746.58,7,20,4
1,33,8619.87,7,20,4
2,66,0.0,2,6,3
2,56,1607.05,7,15,2
1,41,1648.55,5,12,2
2,38,0.0,5,12,0
2,61,0.0,8,27,2
1,66,0.0,5,27,2
2,40,0.0,7,16,0
2,60,0.0,4,30,3
1,65,1436.65,2,30,3
1,33,5333.55,7,11,4
2,30,0.0,7,11,0
1,42,0.0,6,30,0
1,45,0.0,5,10,2
1,38,0.0,7,14,4
2,33,2150.27,6,14,0
2,37,1205.29,6,17,0
1,38,1908.37,5,17,0
1,26,2008.81,7,17,4
1,36,2259.91,7,17,4
2,30,0.0,5,9,0
1,34,0.0,7,8,4
2,68,0.0,5,8,3
1,61,0.0,3,8,3
1,31,0.0,6,8,4
1,38,0.0,2,6,3
1,80,0.0,1,6,3
2,68,1090.19,2,6,3
2,54,0.0,8,30,4
2,26,0.0,5,3,0
1,27,0.0,1,3,3
2,57,0.0,2,1,3
1,37,2394.41,8,1,4
2,32,3029.93,5,23,0
1,37,1436.65,5,27,0
2,63,191.55,2,27,3
1,64,0.0,1,27,3
1,53,7757.89,7,22,4
2,23,0.0,8,22,0
1,18,0.0,6,26,0
1,22,6841.78,6,26,4
2,36,1406.12,4,31,0
1,25,0.0,5,13,0
2,78,10546.25,4,15,2
2,77,1506.61,4,15,3
1,60,2958.37,3,2,3
1,55,3468.78,7,3,2
1,66,10535.4,7,1,1
1,30,2394.41,6,1,4
2,42,0.0,5,30,0
1,48,1915.53,5,30,0
1,50,0.0,6,8,2
2,56,375.0,5,8,2
1,33,0.0,7,8,4
1,27,0.0,6,8,0
2,71,9577.64,7,1,1
1,50,19155.28,7,1,1
1,65,0.0,5,13,2
2,66,0.0,2,13,3
2,34,0.0,5,6,0
1,39,14023.8,7,2,1
2,34,0.0,7,2,4
1,45,4955.4,7,27,4
2,64,2843.72,7,30,2
2,35,7662.11,7,1,4
1,66,0.0,7,10,2
2,63,0.0,7,10,2
2,22,0.0,6,13,0
1,32,6000.0,7,13,4
1,74,4000.0,7,13,2
2,35,0.0,7,13,0
2,47,1903.23,5,19,2
2,43,1172.88,5,25,0
1,46,0.0,2,25,3
1,57,1466.1,8,26,4
2,34,366.52,4,26,0
2,29,9697.36,7,16,4
1,23,0.0,6,18,0
1,35,1500.0,2,2,3
2,30,605.0,3,2,0
2,58,0.0,7,31,2
2,27,0.0,5,31,0
1,21,0.0,5,31,0
1,45,2100.0,5,4,2
1,18,301.32,2,15,0
2,23,270.18,2,15,0
1,20,0.0,2,15,0
2,51,602.64,3,15,3
1,27,1075.14,5,25,0
2,62,1075.14,8,25,2
2,24,86.99,5,25,0
2,21,0.0,5,7,0
1,23,1163.68,2,7,0
1,23,1013.37,5,14,0
2,66,0.0,2,1,3
1,77,0.0,3,1,3
1,57,0.0,5,16,2
2,57,0.0,5,16,3
1,55,0.0,7,20,2
2,47,6635.34,7,30,4
2,65,0.0,4,12,3
1,70,3300.0,4,12,2
1,60,0.0,2,9,3
1,45,15515.77,7,20,1
2,45,19394.72,7,20,1
1,25,0.0,7,20,4
2,47,18958.11,7,30,1
2,20,0.0,5,2,0
2,40,0.0,7,2,4
1,25,0.0,6,27,0
1,74,0.0,8,27,2
2,67,0.0,8,27,2
1,31,1305.73,4,15,0
2,32,41.18,5,15,0
2,26,1101.87,5,19,0
1,24,5008.5,5,19,4
2,26,0.0,5,2,0
1,20,0.0,5,15,0
2,43,0.0,5,15,0
2,26,0.0,5,15,0
1,30,0.0,5,5,0
1,36,0.0,5,5,0
2,25,0.0,7,8,0
1,58,0.0,6,8,2
2,52,0.0,7,8,2
2,75,3352.17,7,1,2
2,61,3505.95,3,3,3
1,25,2133.42,7,1,4
1,59,4266.84,2,1,3
1,37,4300.0,7,8,4
2,33,1200.0,5,8,0
2,33,0.0,6,5,0
1,34,0.0,6,5,4
2,62,1305.73,2,9,3
1,39,2310.13,5,9,2
1,21,1075.14,6,3,4
1,52,1954.79,4,3,2
2,50,4886.98,6,3,2
2,37,0.0,8,29,0
1,39,8048.81,7,29,4
1,49,19394.72,7,20,1
2,43,12606.57,7,20,4
1,51,19394.72,7,22,1
2,43,0.0,7,22,0
1,38,15324.22,7,1,1
2,37,7662.11,7,1,4
1,18,0.0,2,5,0
1,37,1807.93,5,5,2
2,57,5222.9,5,5,2
2,47,0.0,1,21,3
1,46,0.0,8,21,4
1,22,0.0,8,21,4
2,63,0.0,5,8,3
1,59,10000.0,5,8,2
1,45,10426.96,7,1,1
2,44,7583.24,7,1,2
1,29,0.0,6,3,4
2,26,0.0,7,3,0
2,41,0.0,5,3,0
2,58,2180.38,7,3,2
1,34,792.86,7,3,4
2,39,0.0,8,32,0
1,39,0.0,7,32,4
2,59,10900.91,7,1,1
1,58,33176.69,7,1,1
2,67,3831.06,7,1,2
1,18,0.0,4,21,0
2,36,0.0,7,21,0
1,42,0.0,5,21,0
1,30,5746.58,2,30,0
1,32,5746.58,2,30,0
2,61,250.0,2,6,3
1,64,0.0,1,6,3
2,68,1053.54,2,30,3
2,39,9099.89,7,18,4
2,59,0.0,7,11,2
2,72,0.0,3,6,3
1,52,2400.0,5,6,2
2,37,3000.0,4,6,0
2,47,0.0,4,6,3
1,37,17062.3,7,1,1
1,45,13270.68,7,1,1
2,44,11374.87,7,1,1
2,47,375.0,5,6,2
1,38,0.0,5,6,0
1,53,0.0,7,1,2
2,46,7273.02,7,1,2
2,62,11493.17,7,16,1
1,59,46834.65,7,16,1
1,58,16485.51,7,20,1
1,40,14660.95,7,11,1
1,44,150.26,5,32,0
2,23,0.0,3,32,0
1,44,0.0,7,27,4
2,69,2559.34,7,1,2
2,35,3685.0,7,1,4
1,59,0.0,5,20,2
2,59,0.0,5,20,3
2,20,0.0,7,20,0
2,45,3606.12,4,19,2
1,45,3606.12,6,19,4
1,53,10017.0,6,19,2
2,35,0.0,7,19,0
1,71,5687.43,7,18,2
2,70,6635.34,7,18,2
2,69,1101.87,2,19,3
1,30,5008.5,7,19,4
1,74,1702.89,2,19,3
2,58,0.0,7,15,2
2,80,1101.87,3,15,3
2,66,14366.46,5,24,2
1,68,23944.09,7,24,1
2,61,1101.87,5,32,3
1,32,19155.28,7,1,1
2,67,0.0,5,3,3
2,36,0.0,7,3,4
2,29,0.0,7,4,0
1,32,2103.57,7,4,4
1,30,1124.01,5,25,0
2,33,0.0,2,25,0
2,41,4788.82,7,1,4
1,41,5746.58,7,1,4
2,34,1684.84,3,4,3
1,34,1090.19,3,4,0
2,21,1939.47,5,20,0
1,31,4848.68,3,20,0
1,59,5333.55,7,26,2
2,72,12796.72,7,22,1
1,73,16114.39,7,22,1
2,76,1053.54,5,12,3
1,79,0.0,1,10,3
2,76,0.0,1,10,3
2,47,12779.98,7,27,4
2,36,0.0,5,14,0
1,35,10017.0,7,19,4
2,41,15025.5,7,19,1
1,61,48869.84,5,27,1
2,62,4886.98,5,27,2
1,60,0.0,5,21,2
1,41,8242.75,7,12,4
2,37,8242.75,7,12,4
1,29,0.0,3,6,0
2,41,0.0,5,6,0
1,22,0.0,5,6,0
1,29,951.62,2,12,0
2,56,6841.78,7,11,2
2,25,2932.19,7,11,4
1,22,0.0,7,11,4
2,62,0.0,1,16,3
1,34,0.0,5,16,0
1,64,0.0,2,16,3
1,54,3005.1,3,3,2
2,51,1101.87,8,3,2
1,21,0.0,4,9,0
1,52,2209.69,4,9,2
2,40,3615.86,7,9,4
1,37,3909.59,5,27,0
2,34,1954.79,7,27,0
2,19,0.0,4,31,0
1,24,143.66,4,31,0
2,42,3878.94,7,22,4
2,70,3878.94,5,22,2
1,45,9697.36,7,22,4
2,45,4788.82,7,30,4
1,46,5746.58,7,30,4
2,27,3831.06,7,20,4
2,29,4597.27,6,20,4
2,65,2008.81,5,5,2
1,30,5236.57,7,1,4
2,25,3878.94,7,1,4
1,53,26625.83,7,20,1
2,48,21070.8,4,20,1
2,18,0.0,4,20,0
2,28,3447.95,7,1,4
1,33,6512.79,7,1,4
1,40,5864.38,5,26,4
2,46,0.0,5,5,2
1,51,0.0,7,5,2
1,73,2008.81,3,9,3
1,41,0.0,7,9,4
1,37,0.0,7,27,4
2,38,17062.3,7,1,1
1,45,9005.1,7,1,1
1,63,0.0,7,21,2
2,43,1187.31,3,21,3
2,46,0.0,5,31,0
1,43,0.0,2,31,3
1,22,0.0,5,24,0
1,60,10535.4,7,24,1
2,59,2873.29,7,24,2
1,27,2477.7,6,9,4
2,25,0.0,6,9,0
1,40,0.0,5,17,0
2,30,0.0,4,17,0
2,78,8619.87,7,22,2
1,78,14366.46,7,22,1
1,23,1436.65,5,31,0
2,24,0.0,5,31,0
1,21,0.0,6,12,0
2,21,1200.0,6,2,0
2,23,1200.0,7,2,4
1,50,1982.0,5,2,2
2,48,1900.0,7,2,2
1,55,21334.19,7,16,1
2,20,0.0,6,16,0
2,46,11636.83,7,16,4
2,71,1101.87,5,32,3
2,59,5746.58,7,22,2
1,59,4788.82,7,22,2
2,52,2973.24,5,2,2
2,46,1292.98,5,31,0
1,43,1053.54,3,31,0
2,56,6704.35,7,22,2
1,29,5746.58,7,22,4
1,25,1915.53,7,22,4
1,58,6704.35,5,22,2
1,47,15261.28,7,30,1
1,47,1707.49,2,9,3
2,34,1104.85,3,9,0
1,30,5842.36,7,20,4
2,30,2490.19,7,20,4
2,70,18958.11,5,1,1
2,31,8242.75,7,20,4
1,39,9988.28,7,20,4
2,65,8619.87,7,16,2
2,35,0.0,7,12,0
2,32,0.0,7,10,0
2,60,0.0,3,11,3
1,28,0.0,7,11,4
1,59,0.0,7,11,2
1,25,0.0,7,11,4
2,74,0.0,1,9,3
1,76,1104.85,1,9,3
2,38,0.0,5,28,0
1,41,2873.29,5,28,0
2,39,6400.26,7,20,4
1,40,8436.7,7,20,4
1,22,0.0,2,13,0
2,26,5709.69,7,1,4
1,29,0.0,5,27,0
1,50,9773.97,5,27,2
2,55,14660.95,7,27,1
1,51,0.0,3,7,3
2,52,1066.71,5,7,2
2,49,0.0,7,3,2
2,75,1100.0,5,3,3
2,71,6704.35,7,16,2
2,63,0.0,2,31,3
2,30,3878.94,7,22,4
1,39,4848.68,7,22,4
2,57,5877.01,7,24,2
2,18,0.0,2,15,0
2,71,1101.87,2,15,3
2,47,1101.87,5,15,2
1,39,3878.94,7,20,4
2,29,0.0,7,20,0
1,42,1101.87,5,32,0
2,41,250.43,5,32,0
2,43,1242.11,2,6,3
2,21,0.0,2,6,0
2,41,2306.66,7,26,4
2,67,1075.14,1,26,3
2,18,635.31,6,26,0
2,55,0.0,5,15,3
1,30,0.0,7,15,4
2,32,0.0,7,15,0
2,55,1115.2,2,7,3
1,61,5818.41,2,7,3
2,36,2298.63,5,31,0
2,48,6635.34,7,1,2
1,62,0.0,3,7,3
2,64,261.83,1,7,3
2,30,3200.0,3,9,0
2,53,0.0,1,32,3
1,48,1502.55,2,32,3
1,22,0.0,4,32,0
1,24,1101.87,8,32,4
2,19,150.26,4,32,0
2,56,1745.52,5,14,2
1,53,1551.58,7,14,2
2,53,0.0,5,6,2
1,28,8919.72,7,6,4
1,55,2973.24,5,6,2
2,24,1795.48,5,21,0
2,23,1661.57,5,21,0
1,20,586.44,4,21,0
2,48,0.0,7,14,2
1,50,1172.88,2,14,3
1,34,2576.81,5,8,4
1,45,2424.34,5,12,2
2,68,2327.37,2,12,3
2,74,1066.71,1,9,3
2,18,0.0,2,9,0
2,37,0.0,7,15,0
2,21,0.0,7,15,0
2,35,7374.78,7,18,4
1,43,5267.7,7,18,4
2,40,2046.58,5,2,2
2,43,2956.39,7,2,4
2,61,0.0,5,29,3
1,72,0.0,8,9,2
2,19,0.0,8,9,4
1,23,0.0,8,9,4
2,74,0.0,8,9,2
2,67,4265.57,7,18,2
1,71,4739.53,5,18,2
1,42,5746.58,7,22,4
2,76,6010.2,7,4,2
2,26,0.0,7,4,0
2,26,0.0,6,4,0
1,76,10017.0,5,4,1
2,52,16904.53,7,20,1
1,22,1340.87,7,20,4
1,60,7757.89,7,20,1
1,31,5818.41,7,20,4
2,50,7757.89,7,20,4
1,49,1053.54,5,30,0
2,49,1053.54,5,30,0
1,27,1759.31,7,26,4
2,26,1759.31,5,26,0
1,57,2103.57,2,4,3
2,52,1001.7,4,4,3
2,45,1939.47,8,7,4
1,49,1939.47,5,7,2
2,40,0.0,8,1,4
1,45,0.0,7,1,4
2,69,7183.23,7,1,2
1,52,0.0,2,19,3
2,46,0.0,7,19,0
1,22,0.0,6,19,0
1,36,2973.24,7,5,4
2,34,2279.48,7,5,4
2,36,4848.68,7,22,4
2,71,19394.72,7,22,1
1,35,19394.72,7,22,1
1,55,1042.7,2,31,3
2,47,0.0,2,31,3
2,35,0.0,7,31,0
2,18,1115.2,5,31,0
1,28,1551.58,5,31,0
2,40,3500.0,7,8,4
1,47,2800.0,6,8,2
1,30,17062.3,7,1,1
2,61,3791.62,7,1,2
2,43,1053.54,3,31,0
2,23,0.0,5,31,0
2,21,0.0,3,31,0
1,22,478.88,3,31,0
1,76,0.0,7,26,2
2,69,0.0,5,26,3
1,49,0.0,7,3,2
2,56,1454.6,5,7,2
2,26,0.0,7,7,0
1,29,2356.0,6,8,4
1,29,0.0,4,21,0
2,68,10616.54,5,1,2
1,45,23944.09,7,22,1
2,37,375.0,3,32,0
2,31,375.0,5,32,0
1,29,6512.79,5,22,4
2,26,6512.79,5,22,0
2,39,0.0,5,1,0
1,19,0.0,4,1,0
2,40,0.0,7,18,0
1,18,0.0,6,18,0
1,35,1506.61,4,15,0
1,71,0.0,7,10,2
2,78,0.0,7,10,2
1,29,3447.95,7,30,4
2,68,1723.97,3,30,3
1,73,2107.08,3,30,3
2,40,0.0,8,28,4
2,70,19155.28,7,22,1
1,34,242.43,3,14,0
2,30,0.0,5,14,0
1,34,1722.25,5,14,0
1,27,4929.11,7,1,4
2,27,6161.39,7,1,4
1,76,9577.64,7,1,1
2,70,4788.82,7,1,2
2,57,0.0,7,10,2
1,25,145.46,7,20,4
1,52,4460.78,5,20,2
2,23,775.79,6,20,0
2,54,4363.81,7,20,2
2,62,7030.83,8,3,1
1,68,15066.07,7,3,1
1,73,5746.58,7,16,2
2,60,7662.11,7,16,2
2,48,0.0,1,6,3
1,68,0.0,8,17,2
1,33,0.0,5,17,0
1,41,0.0,7,17,4
2,63,4519.82,7,17,2
2,43,0.0,5,30,0
1,36,0.0,5,10,0
2,53,2081.27,4,10,3
2,23,1783.94,5,10,0
2,30,2279.48,5,10,0
2,45,168.48,2,6,3
2,40,9484.02,7,20,4
2,34,0.0,7,10,0
1,19,0.0,5,19,0
2,40,0.0,7,19,0
2,35,478.88,5,30,0
1,36,0.0,5,30,0
1,45,14218.58,7,1,1
2,34,9479.06,7,1,4
1,76,29908.34,6,27,1
2,34,1090.19,5,6,0
1,43,0.0,5,6,2
2,59,1090.19,3,6,3
2,73,2180.38,2,10,3
1,56,0.0,1,10,3
1,61,4848.68,5,11,2
2,58,3394.08,5,11,2
2,34,0.0,3,32,0
1,33,1202.04,4,32,0
2,32,0.0,5,6,0
1,38,1090.19,3,6,2
1,34,1783.94,4,3,0
2,28,148.66,5,3,0
2,77,11493.17,7,1,1
1,64,0.0,2,21,3
2,62,0.0,5,21,3
2,22,0.0,4,21,0
2,28,2378.59,7,27,0
1,41,5748.27,7,27,4
1,21,681.16,5,2,0
2,44,330.56,2,2,3
1,19,0.0,2,2,0
1,33,1857.05,4,3,0
1,64,1466.1,3,3,3
2,63,0.0,2,3,3
2,51,11636.83,7,16,1
1,49,13576.3,7,16,1
2,19,0.0,6,16,0
2,29,0.0,6,30,0
1,24,0.0,7,30,0
2,46,5818.41,7,22,4
1,49,4848.68,7,22,4
2,32,9600.38,7,22,4
1,34,8727.62,7,22,4
2,43,0.0,7,21,0
1,53,0.0,7,21,4
2,33,792.86,5,8,0
1,34,3865.21,7,8,4
2,45,0.0,2,31,3
1,54,0.0,2,31,3
1,19,0.0,4,31,0
2,50,0.0,6,5,2
1,32,3000.0,5,8,4
1,67,1075.14,5,3,2
2,66,1075.14,5,3,3
2,28,0.0,2,28,0
1,28,0.0,6,1,4
1,24,0.0,2,14,0
2,27,1075.14,5,14,0
1,30,1551.58,6,20,4
1,39,3491.05,7,20,4
1,25,0.0,6,1,4
2,53,4309.94,5,1,2
1,45,6704.35,7,1,4
2,18,0.0,4,17,0
1,23,0.0,6,17,0
2,22,1454.6,5,25,0
2,61,2715.26,2,25,3
2,78,0.0,3,27,3
1,41,11943.61,7,30,4
2,39,7204.08,7,30,4
1,67,2150.27,8,11,2
2,43,5698.22,7,27,4
1,47,10441.53,7,27,4
1,30,8531.15,7,1,4
1,54,1803.06,4,4,2
2,51,1101.87,7,4,2
